sentence,word,label
Dil nahi kar raha kuch bhi karne ka lekin I have zero motivation today,motivation,ENG
Dil nahi kar raha kuch bhi karne ka lekin I have zero motivation today,today,ENG
Khana kha liya aur had 3 meetings back to back,Khana,URD
Khana kha liya aur had 3 meetings back to back,kha,URD
Khana kha liya aur had 3 meetings back to back,liya,URD
Khana kha liya aur had 3 meetings back to back,aur,URD
Khana kha liya aur had 3 meetings back to back,had,ENG
Khana kha liya aur had 3 meetings back to back,3,ENG
Khana kha liya aur had 3 meetings back to back,meetings,ENG
Khana kha liya aur had 3 meetings back to back,back,ENG
Khana kha liya aur had 3 meetings back to back,to,ENG
Khana kha liya aur had 3 meetings back to back,back,ENG
Abhi tak reply nahi aya but I need to submit the form,Abhi,URD
Abhi tak reply nahi aya but I need to submit the form,tak,URD
Abhi tak reply nahi aya but I need to submit the form,reply,ENG
Abhi tak reply nahi aya but I need to submit the form,nahi,URD
Abhi tak reply nahi aya but I need to submit the form,aya,URD
Abhi tak reply nahi aya but I need to submit the form,but,ENG
Abhi tak reply nahi aya but I need to submit the form,I,ENG
Abhi tak reply nahi aya but I need to submit the form,need,ENG
Abhi tak reply nahi aya but I need to submit the form,to,ENG
Abhi tak reply nahi aya but I need to submit the form,submit,ENG
Abhi tak reply nahi aya but I need to submit the form,the,ENG
Abhi tak reply nahi aya but I need to submit the form,form,ENG
Aaj bohot garmi hai lekin I was literally waiting for you,Aaj,URD
Aaj bohot garmi hai lekin I was literally waiting for you,bohot,URD
Aaj bohot garmi hai lekin I was literally waiting for you,garmi,URD
Aaj bohot garmi hai lekin I was literally waiting for you,hai,URD
Aaj bohot garmi hai lekin I was literally waiting for you,lekin,URD
Aaj bohot garmi hai lekin I was literally waiting for you,I,ENG
Aaj bohot garmi hai lekin I was literally waiting for you,was,ENG
Aaj bohot garmi hai lekin I was literally waiting for you,literally,ENG
Aaj bohot garmi hai lekin I was literally waiting for you,waiting,ENG
Aaj bohot garmi hai lekin I was literally waiting for you,for,ENG
Aaj bohot garmi hai lekin I was literally waiting for you,you,ENG
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,Yaar,URD
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,kuch,URD
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,samajh,URD
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,nahi,URD
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,aa,URD
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,raha,URD
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,lekin,URD
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,I'm,ENG
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,not,ENG
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,in,ENG
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,the,ENG
Yaar kuch samajh nahi aa raha lekin I'm not in the mood,mood,ENG
Mera phone hang ho gaya hai aur I'm not in the mood,Mera,URD
Mera phone hang ho gaya hai aur I'm not in the mood,phone,ENG
Mera phone hang ho gaya hai aur I'm not in the mood,hang,ENG
Mera phone hang ho gaya hai aur I'm not in the mood,ho,URD
Mera phone hang ho gaya hai aur I'm not in the mood,gaya,URD
Mera phone hang ho gaya hai aur I'm not in the mood,hai,URD
Mera phone hang ho gaya hai aur I'm not in the mood,aur,URD
Mera phone hang ho gaya hai aur I'm not in the mood,I'm,ENG
Mera phone hang ho gaya hai aur I'm not in the mood,not,ENG
Mera phone hang ho gaya hai aur I'm not in the mood,in,ENG
Mera phone hang ho gaya hai aur I'm not in the mood,the,ENG
Mera phone hang ho gaya hai aur I'm not in the mood,mood,ENG
Mujhe neend aa rahi hai aur honestly I don't care anymore,Mujhe,URD
Mujhe neend aa rahi hai aur honestly I don't care anymore,neend,URD
Mujhe neend aa rahi hai aur honestly I don't care anymore,aa,URD
Mujhe neend aa rahi hai aur honestly I don't care anymore,rahi,URD
Mujhe neend aa rahi hai aur honestly I don't care anymore,hai,URD
Mujhe neend aa rahi hai aur honestly I don't care anymore,aur,URD
Mujhe neend aa rahi hai aur honestly I don't care anymore,honestly,ENG
Mujhe neend aa rahi hai aur honestly I don't care anymore,I,ENG
Mujhe neend aa rahi hai aur honestly I don't care anymore,don't,ENG
Mujhe neend aa rahi hai aur honestly I don't care anymore,care,ENG
Mujhe neend aa rahi hai aur honestly I don't care anymore,anymore,ENG
"Kal ka din bohot acha tha, I just want to sleep",Kal,URD
"Kal ka din bohot acha tha, I just want to sleep",ka,URD
"Kal ka din bohot acha tha, I just want to sleep",din,URD
"Kal ka din bohot acha tha, I just want to sleep",bohot,URD
"Kal ka din bohot acha tha, I just want to sleep",acha,URD
"Kal ka din bohot acha tha, I just want to sleep",tha,URD
"Kal ka din bohot acha tha, I just want to sleep",I,ENG
"Kal ka din bohot acha tha, I just want to sleep",just,ENG
"Kal ka din bohot acha tha, I just want to sleep",want,ENG
"Kal ka din bohot acha tha, I just want to sleep",to,ENG
"Kal ka din bohot acha tha, I just want to sleep",sleep,ENG
Bohot thak gaya hoon and I'm literally so tired,Bohot,URD
Bohot thak gaya hoon and I'm literally so tired,thak,URD
Bohot thak gaya hoon and I'm literally so tired,gaya,URD
Bohot thak gaya hoon and I'm literally so tired,hoon,URD
Bohot thak gaya hoon and I'm literally so tired,and,ENG
Bohot thak gaya hoon and I'm literally so tired,I'm,ENG
Bohot thak gaya hoon and I'm literally so tired,literally,ENG
Bohot thak gaya hoon and I'm literally so tired,so,ENG
Bohot thak gaya hoon and I'm literally so tired,tired,ENG
Mujhe bilkul time nahi mila but I overslept again today,Mujhe,URD
Mujhe bilkul time nahi mila but I overslept again today,bilkul,URD
Mujhe bilkul time nahi mila but I overslept again today,time,ENG
Mujhe bilkul time nahi mila but I overslept again today,nahi,URD
Mujhe bilkul time nahi mila but I overslept again today,mila,URD
Mujhe bilkul time nahi mila but I overslept again today,but,ENG
Mujhe bilkul time nahi mila but I overslept again today,I,ENG
Mujhe bilkul time nahi mila but I overslept again today,overslept,ENG
Mujhe bilkul time nahi mila but I overslept again today,again,ENG
Mujhe bilkul time nahi mila but I overslept again today,today,ENG
Mujhe bilkul time nahi mila but I'm literally so tired,Mujhe,URD
Mujhe bilkul time nahi mila but I'm literally so tired,bilkul,URD
Mujhe bilkul time nahi mila but I'm literally so tired,time,ENG
Mujhe bilkul time nahi mila but I'm literally so tired,nahi,URD
Mujhe bilkul time nahi mila but I'm literally so tired,mila,URD
Mujhe bilkul time nahi mila but I'm literally so tired,but,ENG
Mujhe bilkul time nahi mila but I'm literally so tired,I'm,ENG
Mujhe bilkul time nahi mila but I'm literally so tired,literally,ENG
Mujhe bilkul time nahi mila but I'm literally so tired,so,ENG
Mujhe bilkul time nahi mila but I'm literally so tired,tired,ENG
Aaj mera mood nahi hai so the results come out tomorrow,Aaj,URD
Aaj mera mood nahi hai so the results come out tomorrow,mera,URD
Aaj mera mood nahi hai so the results come out tomorrow,mood,MIX
Aaj mera mood nahi hai so the results come out tomorrow,nahi,URD
Aaj mera mood nahi hai so the results come out tomorrow,hai,URD
Aaj mera mood nahi hai so the results come out tomorrow,so,ENG
Aaj mera mood nahi hai so the results come out tomorrow,the,ENG
Aaj mera mood nahi hai so the results come out tomorrow,results,ENG
Aaj mera mood nahi hai so the results come out tomorrow,come,ENG
Aaj mera mood nahi hai so the results come out tomorrow,out,ENG
Aaj mera mood nahi hai so the results come out tomorrow,tomorrow,ENG
Subha se sar dard ho raha hai lekin this is so frustrating,Subha,URD
Subha se sar dard ho raha hai lekin this is so frustrating,se,URD
Subha se sar dard ho raha hai lekin this is so frustrating,sar,URD
Subha se sar dard ho raha hai lekin this is so frustrating,dard,URD
Subha se sar dard ho raha hai lekin this is so frustrating,ho,URD
Subha se sar dard ho raha hai lekin this is so frustrating,raha,URD
Subha se sar dard ho raha hai lekin this is so frustrating,hai,URD
Subha se sar dard ho raha hai lekin this is so frustrating,lekin,URD
Subha se sar dard ho raha hai lekin this is so frustrating,this,ENG
Subha se sar dard ho raha hai lekin this is so frustrating,is,ENG
Subha se sar dard ho raha hai lekin this is so frustrating,so,ENG
Subha se sar dard ho raha hai lekin this is so frustrating,frustrating,ENG
Mujhe bilkul time nahi mila aur the results come out tomorrow,Mujhe,URD
Mujhe bilkul time nahi mila aur the results come out tomorrow,bilkul,URD
Mujhe bilkul time nahi mila aur the results come out tomorrow,time,ENG
Mujhe bilkul time nahi mila aur the results come out tomorrow,nahi,URD
Mujhe bilkul time nahi mila aur the results come out tomorrow,mila,URD
Mujhe bilkul time nahi mila aur the results come out tomorrow,aur,URD
Mujhe bilkul time nahi mila aur the results come out tomorrow,the,ENG
Mujhe bilkul time nahi mila aur the results come out tomorrow,results,ENG
Mujhe bilkul time nahi mila aur the results come out tomorrow,come,ENG
Mujhe bilkul time nahi mila aur the results come out tomorrow,out,ENG
Mujhe bilkul time nahi mila aur the results come out tomorrow,tomorrow,ENG
"Yaar tension mat lo, I was literally waiting for you",Yaar,URD
"Yaar tension mat lo, I was literally waiting for you",tension,ENG
"Yaar tension mat lo, I was literally waiting for you",mat,URD
"Yaar tension mat lo, I was literally waiting for you",lo,URD
"Yaar tension mat lo, I was literally waiting for you",I,ENG
"Yaar tension mat lo, I was literally waiting for you",was,ENG
"Yaar tension mat lo, I was literally waiting for you",literally,ENG
"Yaar tension mat lo, I was literally waiting for you",waiting,ENG
"Yaar tension mat lo, I was literally waiting for you",for,ENG
"Yaar tension mat lo, I was literally waiting for you",you,ENG
Aaj bohot garmi hai so I have zero motivation today,Aaj,URD
Aaj bohot garmi hai so I have zero motivation today,bohot,URD
Aaj bohot garmi hai so I have zero motivation today,garmi,URD
Aaj bohot garmi hai so I have zero motivation today,hai,URD
Aaj bohot garmi hai so I have zero motivation today,so,ENG
Aaj bohot garmi hai so I have zero motivation today,I,ENG
Aaj bohot garmi hai so I have zero motivation today,have,ENG
Aaj bohot garmi hai so I have zero motivation today,zero,ENG
Aaj bohot garmi hai so I have zero motivation today,motivation,ENG
Aaj bohot garmi hai so I have zero motivation today,today,ENG
Bohot thak gaya hoon so the wifi keeps disconnecting,Bohot,URD
Bohot thak gaya hoon so the wifi keeps disconnecting,thak,URD
Bohot thak gaya hoon so the wifi keeps disconnecting,gaya,URD
Bohot thak gaya hoon so the wifi keeps disconnecting,hoon,URD
Bohot thak gaya hoon so the wifi keeps disconnecting,so,ENG
Bohot thak gaya hoon so the wifi keeps disconnecting,the,ENG
Bohot thak gaya hoon so the wifi keeps disconnecting,wifi,ENG
Bohot thak gaya hoon so the wifi keeps disconnecting,keeps,ENG
Bohot thak gaya hoon so the wifi keeps disconnecting,disconnecting,ENG
Bahar bohot barish ho rahi hai so everyone is so stressed,Bahar,URD
Bahar bohot barish ho rahi hai so everyone is so stressed,bohot,URD
Bahar bohot barish ho rahi hai so everyone is so stressed,barish,URD
Bahar bohot barish ho rahi hai so everyone is so stressed,ho,URD
Bahar bohot barish ho rahi hai so everyone is so stressed,rahi,URD
Bahar bohot barish ho rahi hai so everyone is so stressed,hai,URD
Bahar bohot barish ho rahi hai so everyone is so stressed,so,ENG
Bahar bohot barish ho rahi hai so everyone is so stressed,everyone,ENG
Bahar bohot barish ho rahi hai so everyone is so stressed,is,ENG
Bahar bohot barish ho rahi hai so everyone is so stressed,so,ENG
Bahar bohot barish ho rahi hai so everyone is so stressed,stressed,ENG
"Mujhe bilkul time nahi mila, everyone is so stressed",Mujhe,URD
"Mujhe bilkul time nahi mila, everyone is so stressed",bilkul,URD
"Mujhe bilkul time nahi mila, everyone is so stressed",time,ENG
"Mujhe bilkul time nahi mila, everyone is so stressed",nahi,URD
"Mujhe bilkul time nahi mila, everyone is so stressed",mila,URD
"Mujhe bilkul time nahi mila, everyone is so stressed",everyone,ENG
"Mujhe bilkul time nahi mila, everyone is so stressed",is,ENG
"Mujhe bilkul time nahi mila, everyone is so stressed",so,ENG
"Mujhe bilkul time nahi mila, everyone is so stressed",stressed,ENG
Kal ka din bohot acha tha and I can't even right now,Kal,URD
Kal ka din bohot acha tha and I can't even right now,ka,URD
Kal ka din bohot acha tha and I can't even right now,din,URD
Kal ka din bohot acha tha and I can't even right now,bohot,URD
Kal ka din bohot acha tha and I can't even right now,acha,URD
Kal ka din bohot acha tha and I can't even right now,tha,URD
Kal ka din bohot acha tha and I can't even right now,and,ENG
Kal ka din bohot acha tha and I can't even right now,I,ENG
Kal ka din bohot acha tha and I can't even right now,can't,ENG
Kal ka din bohot acha tha and I can't even right now,even,ENG
Kal ka din bohot acha tha and I can't even right now,right,ENG
Kal ka din bohot acha tha and I can't even right now,now,ENG
Subha se sar dard ho raha hai but honestly I don't care anymore,Subha,URD
Subha se sar dard ho raha hai but honestly I don't care anymore,se,URD
Subha se sar dard ho raha hai but honestly I don't care anymore,sar,URD
Subha se sar dard ho raha hai but honestly I don't care anymore,dard,URD
Subha se sar dard ho raha hai but honestly I don't care anymore,ho,URD
Subha se sar dard ho raha hai but honestly I don't care anymore,raha,URD
Subha se sar dard ho raha hai but honestly I don't care anymore,hai,URD
Subha se sar dard ho raha hai but honestly I don't care anymore,but,ENG
Subha se sar dard ho raha hai but honestly I don't care anymore,honestly,ENG
Subha se sar dard ho raha hai but honestly I don't care anymore,I,ENG
Subha se sar dard ho raha hai but honestly I don't care anymore,don't,ENG
Subha se sar dard ho raha hai but honestly I don't care anymore,care,ENG
Subha se sar dard ho raha hai but honestly I don't care anymore,anymore,ENG
Bhai kal mera presentation hai but the results come out tomorrow,Bhai,URD
Bhai kal mera presentation hai but the results come out tomorrow,kal,URD
Bhai kal mera presentation hai but the results come out tomorrow,mera,URD
Bhai kal mera presentation hai but the results come out tomorrow,presentation,MIX
Bhai kal mera presentation hai but the results come out tomorrow,hai,URD
Bhai kal mera presentation hai but the results come out tomorrow,but,ENG
Bhai kal mera presentation hai but the results come out tomorrow,the,ENG
Bhai kal mera presentation hai but the results come out tomorrow,results,ENG
Bhai kal mera presentation hai but the results come out tomorrow,come,ENG
Bhai kal mera presentation hai but the results come out tomorrow,out,ENG
Bhai kal mera presentation hai but the results come out tomorrow,tomorrow,ENG
Abhi tak reply nahi aya but I overslept again today,Abhi,URD
Abhi tak reply nahi aya but I overslept again today,tak,URD
Abhi tak reply nahi aya but I overslept again today,reply,ENG
Abhi tak reply nahi aya but I overslept again today,nahi,URD
Abhi tak reply nahi aya but I overslept again today,aya,URD
Abhi tak reply nahi aya but I overslept again today,but,ENG
Abhi tak reply nahi aya but I overslept again today,I,ENG
Abhi tak reply nahi aya but I overslept again today,overslept,ENG
Abhi tak reply nahi aya but I overslept again today,again,ENG
Abhi tak reply nahi aya but I overslept again today,today,ENG
Sab kuch theek chal raha hai so the results come out tomorrow,Sab,URD
Sab kuch theek chal raha hai so the results come out tomorrow,kuch,URD
Sab kuch theek chal raha hai so the results come out tomorrow,theek,URD
Sab kuch theek chal raha hai so the results come out tomorrow,chal,URD
Sab kuch theek chal raha hai so the results come out tomorrow,raha,URD
Sab kuch theek chal raha hai so the results come out tomorrow,hai,URD
Sab kuch theek chal raha hai so the results come out tomorrow,so,ENG
Sab kuch theek chal raha hai so the results come out tomorrow,the,ENG
Sab kuch theek chal raha hai so the results come out tomorrow,results,ENG
Sab kuch theek chal raha hai so the results come out tomorrow,come,ENG
Sab kuch theek chal raha hai so the results come out tomorrow,out,ENG
Sab kuch theek chal raha hai so the results come out tomorrow,tomorrow,ENG
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",Mujhe,URD
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",abhi,URD
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",ghar,URD
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",pohanchna,URD
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",hai,URD
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",the,ENG
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",results,ENG
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",come,ENG
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",out,ENG
"Mujhe abhi ghar pohanchna hai, the results come out tomorrow",tomorrow,ENG
"Mujhe abhi ghar pohanchna hai, I need to submit the form",Mujhe,URD
"Mujhe abhi ghar pohanchna hai, I need to submit the form",abhi,URD
"Mujhe abhi ghar pohanchna hai, I need to submit the form",ghar,URD
"Mujhe abhi ghar pohanchna hai, I need to submit the form",pohanchna,URD
"Mujhe abhi ghar pohanchna hai, I need to submit the form",hai,URD
"Mujhe abhi ghar pohanchna hai, I need to submit the form",I,ENG
"Mujhe abhi ghar pohanchna hai, I need to submit the form",need,ENG
"Mujhe abhi ghar pohanchna hai, I need to submit the form",to,ENG
"Mujhe abhi ghar pohanchna hai, I need to submit the form",submit,ENG
"Mujhe abhi ghar pohanchna hai, I need to submit the form",the,ENG
"Mujhe abhi ghar pohanchna hai, I need to submit the form",form,ENG
Yaar tension mat lo phir I need a break honestly,Yaar,URD
Yaar tension mat lo phir I need a break honestly,tension,ENG
Yaar tension mat lo phir I need a break honestly,mat,URD
Yaar tension mat lo phir I need a break honestly,lo,URD
Yaar tension mat lo phir I need a break honestly,phir,URD
Yaar tension mat lo phir I need a break honestly,I,ENG
Yaar tension mat lo phir I need a break honestly,need,ENG
Yaar tension mat lo phir I need a break honestly,a,ENG
Yaar tension mat lo phir I need a break honestly,break,ENG
Yaar tension mat lo phir I need a break honestly,honestly,ENG
Kal raat neend hi nahi aayi aur I need a break honestly,Kal,URD
Kal raat neend hi nahi aayi aur I need a break honestly,raat,URD
Kal raat neend hi nahi aayi aur I need a break honestly,neend,URD
Kal raat neend hi nahi aayi aur I need a break honestly,hi,URD
Kal raat neend hi nahi aayi aur I need a break honestly,nahi,URD
Kal raat neend hi nahi aayi aur I need a break honestly,aayi,URD
Kal raat neend hi nahi aayi aur I need a break honestly,aur,URD
Kal raat neend hi nahi aayi aur I need a break honestly,I,ENG
Kal raat neend hi nahi aayi aur I need a break honestly,need,ENG
Kal raat neend hi nahi aayi aur I need a break honestly,a,ENG
Kal raat neend hi nahi aayi aur I need a break honestly,break,ENG
Kal raat neend hi nahi aayi aur I need a break honestly,honestly,ENG
Mujhe bilkul time nahi mila and I have an assignment due,Mujhe,URD
Mujhe bilkul time nahi mila and I have an assignment due,bilkul,URD
Mujhe bilkul time nahi mila and I have an assignment due,time,ENG
Mujhe bilkul time nahi mila and I have an assignment due,nahi,URD
Mujhe bilkul time nahi mila and I have an assignment due,mila,URD
Mujhe bilkul time nahi mila and I have an assignment due,and,ENG
Mujhe bilkul time nahi mila and I have an assignment due,I,ENG
Mujhe bilkul time nahi mila and I have an assignment due,have,ENG
Mujhe bilkul time nahi mila and I have an assignment due,an,ENG
Mujhe bilkul time nahi mila and I have an assignment due,assignment,ENG
Mujhe bilkul time nahi mila and I have an assignment due,due,ENG
Aaj mera mood nahi hai so this is so frustrating,Aaj,URD
Aaj mera mood nahi hai so this is so frustrating,mera,URD
Aaj mera mood nahi hai so this is so frustrating,mood,MIX
Aaj mera mood nahi hai so this is so frustrating,nahi,URD
Aaj mera mood nahi hai so this is so frustrating,hai,URD
Aaj mera mood nahi hai so this is so frustrating,so,ENG
Aaj mera mood nahi hai so this is so frustrating,this,ENG
Aaj mera mood nahi hai so this is so frustrating,is,ENG
Aaj mera mood nahi hai so this is so frustrating,so,ENG
Aaj mera mood nahi hai so this is so frustrating,frustrating,ENG
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",Dil,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",nahi,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",kar,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",raha,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",kuch,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",bhi,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",karne,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",ka,URD
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",everyone,ENG
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",is,ENG
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",so,ENG
"Dil nahi kar raha kuch bhi karne ka, everyone is so stressed",stressed,ENG
Yaar tension mat lo so I have zero motivation today,Yaar,URD
Yaar tension mat lo so I have zero motivation today,tension,ENG
Yaar tension mat lo so I have zero motivation today,mat,URD
Yaar tension mat lo so I have zero motivation today,lo,URD
Yaar tension mat lo so I have zero motivation today,so,ENG
Yaar tension mat lo so I have zero motivation today,I,ENG
Yaar tension mat lo so I have zero motivation today,have,ENG
Yaar tension mat lo so I have zero motivation today,zero,ENG
Yaar tension mat lo so I have zero motivation today,motivation,ENG
Yaar tension mat lo so I have zero motivation today,today,ENG
Kal se exams start ho rahe hain but everyone is so stressed,Kal,URD
Kal se exams start ho rahe hain but everyone is so stressed,se,URD
Kal se exams start ho rahe hain but everyone is so stressed,exams,ENG
Kal se exams start ho rahe hain but everyone is so stressed,start,ENG
Kal se exams start ho rahe hain but everyone is so stressed,ho,URD
Kal se exams start ho rahe hain but everyone is so stressed,rahe,URD
Kal se exams start ho rahe hain but everyone is so stressed,hain,URD
Kal se exams start ho rahe hain but everyone is so stressed,but,ENG
Kal se exams start ho rahe hain but everyone is so stressed,everyone,ENG
Kal se exams start ho rahe hain but everyone is so stressed,is,ENG
Kal se exams start ho rahe hain but everyone is so stressed,so,ENG
Kal se exams start ho rahe hain but everyone is so stressed,stressed,ENG
Abhi tak reply nahi aya aur still not prepared at all,Abhi,URD
Abhi tak reply nahi aya aur still not prepared at all,tak,URD
Abhi tak reply nahi aya aur still not prepared at all,reply,ENG
Abhi tak reply nahi aya aur still not prepared at all,nahi,URD
Abhi tak reply nahi aya aur still not prepared at all,aya,URD
Abhi tak reply nahi aya aur still not prepared at all,aur,URD
Abhi tak reply nahi aya aur still not prepared at all,still,ENG
Abhi tak reply nahi aya aur still not prepared at all,not,ENG
Abhi tak reply nahi aya aur still not prepared at all,prepared,ENG
Abhi tak reply nahi aya aur still not prepared at all,at,ENG
Abhi tak reply nahi aya aur still not prepared at all,all,ENG
Mujhe abhi ghar pohanchna hai but this is so frustrating,Mujhe,URD
Mujhe abhi ghar pohanchna hai but this is so frustrating,abhi,URD
Mujhe abhi ghar pohanchna hai but this is so frustrating,ghar,URD
Mujhe abhi ghar pohanchna hai but this is so frustrating,pohanchna,URD
Mujhe abhi ghar pohanchna hai but this is so frustrating,hai,URD
Mujhe abhi ghar pohanchna hai but this is so frustrating,but,ENG
Mujhe abhi ghar pohanchna hai but this is so frustrating,this,ENG
Mujhe abhi ghar pohanchna hai but this is so frustrating,is,ENG
Mujhe abhi ghar pohanchna hai but this is so frustrating,so,ENG
Mujhe abhi ghar pohanchna hai but this is so frustrating,frustrating,ENG
Ammi ne biryani banayi hai lekin the results come out tomorrow,Ammi,URD
Ammi ne biryani banayi hai lekin the results come out tomorrow,ne,URD
Ammi ne biryani banayi hai lekin the results come out tomorrow,biryani,URD
Ammi ne biryani banayi hai lekin the results come out tomorrow,banayi,URD
Ammi ne biryani banayi hai lekin the results come out tomorrow,hai,URD
Ammi ne biryani banayi hai lekin the results come out tomorrow,lekin,URD
Ammi ne biryani banayi hai lekin the results come out tomorrow,the,ENG
Ammi ne biryani banayi hai lekin the results come out tomorrow,results,ENG
Ammi ne biryani banayi hai lekin the results come out tomorrow,come,ENG
Ammi ne biryani banayi hai lekin the results come out tomorrow,out,ENG
Ammi ne biryani banayi hai lekin the results come out tomorrow,tomorrow,ENG
Bahar bohot barish ho rahi hai lekin still not prepared at all,Bahar,URD
Bahar bohot barish ho rahi hai lekin still not prepared at all,bohot,URD
Bahar bohot barish ho rahi hai lekin still not prepared at all,barish,URD
Bahar bohot barish ho rahi hai lekin still not prepared at all,ho,URD
Bahar bohot barish ho rahi hai lekin still not prepared at all,rahi,URD
Bahar bohot barish ho rahi hai lekin still not prepared at all,hai,URD
Bahar bohot barish ho rahi hai lekin still not prepared at all,lekin,URD
Bahar bohot barish ho rahi hai lekin still not prepared at all,still,ENG
Bahar bohot barish ho rahi hai lekin still not prepared at all,not,ENG
Bahar bohot barish ho rahi hai lekin still not prepared at all,prepared,ENG
Bahar bohot barish ho rahi hai lekin still not prepared at all,at,ENG
Bahar bohot barish ho rahi hai lekin still not prepared at all,all,ENG
Ye traffic bilkul insane hai aur let's just get this done,Ye,URD
Ye traffic bilkul insane hai aur let's just get this done,traffic,ENG
Ye traffic bilkul insane hai aur let's just get this done,bilkul,URD
Ye traffic bilkul insane hai aur let's just get this done,insane,ENG
Ye traffic bilkul insane hai aur let's just get this done,hai,URD
Ye traffic bilkul insane hai aur let's just get this done,aur,URD
Ye traffic bilkul insane hai aur let's just get this done,let's,ENG
Ye traffic bilkul insane hai aur let's just get this done,just,ENG
Ye traffic bilkul insane hai aur let's just get this done,get,ENG
Ye traffic bilkul insane hai aur let's just get this done,this,ENG
Ye traffic bilkul insane hai aur let's just get this done,done,ENG
Yaar tension mat lo but I'm running late again,Yaar,URD
Yaar tension mat lo but I'm running late again,tension,ENG
Yaar tension mat lo but I'm running late again,mat,URD
Yaar tension mat lo but I'm running late again,lo,URD
Yaar tension mat lo but I'm running late again,but,ENG
Yaar tension mat lo but I'm running late again,I'm,ENG
Yaar tension mat lo but I'm running late again,running,ENG
Yaar tension mat lo but I'm running late again,late,ENG
Yaar tension mat lo but I'm running late again,again,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,Ye,URD
Ye traffic bilkul insane hai lekin had 3 meetings back to back,traffic,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,bilkul,URD
Ye traffic bilkul insane hai lekin had 3 meetings back to back,insane,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,hai,URD
Ye traffic bilkul insane hai lekin had 3 meetings back to back,lekin,URD
Ye traffic bilkul insane hai lekin had 3 meetings back to back,had,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,3,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,meetings,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,back,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,to,ENG
Ye traffic bilkul insane hai lekin had 3 meetings back to back,back,ENG
"Sab kuch theek chal raha hai, I need to submit the form",Sab,URD
"Sab kuch theek chal raha hai, I need to submit the form",kuch,URD
"Sab kuch theek chal raha hai, I need to submit the form",theek,URD
"Sab kuch theek chal raha hai, I need to submit the form",chal,URD
"Sab kuch theek chal raha hai, I need to submit the form",raha,URD
"Sab kuch theek chal raha hai, I need to submit the form",hai,URD
"Sab kuch theek chal raha hai, I need to submit the form",I,ENG
"Sab kuch theek chal raha hai, I need to submit the form",need,ENG
"Sab kuch theek chal raha hai, I need to submit the form",to,ENG
"Sab kuch theek chal raha hai, I need to submit the form",submit,ENG
"Sab kuch theek chal raha hai, I need to submit the form",the,ENG
"Sab kuch theek chal raha hai, I need to submit the form",form,ENG
Ye traffic bilkul insane hai so I have zero motivation today,Ye,URD
Ye traffic bilkul insane hai so I have zero motivation today,traffic,ENG
Ye traffic bilkul insane hai so I have zero motivation today,bilkul,URD
Ye traffic bilkul insane hai so I have zero motivation today,insane,ENG
Ye traffic bilkul insane hai so I have zero motivation today,hai,URD
Ye traffic bilkul insane hai so I have zero motivation today,so,ENG
Ye traffic bilkul insane hai so I have zero motivation today,I,ENG
Ye traffic bilkul insane hai so I have zero motivation today,have,ENG
Ye traffic bilkul insane hai so I have zero motivation today,zero,ENG
Ye traffic bilkul insane hai so I have zero motivation today,motivation,ENG
Ye traffic bilkul insane hai so I have zero motivation today,today,ENG
